Sample,Source Text,Values
1786,5. I'll get in touch with Forward Implementation Executive via the direct line 577.324.9481 x5076 in the Northeast office.,JOBTITLE: forwardimplementationexecutive; PHONENUMBER: 577.324.9481x5076; COUNTY: northeast
1787,"Cross-check your weekly reports with Shawn, send her files over 4d54:e6a5:705e:4c07:eaff:fd39:2c5a:ab85 network to maintain security.",FIRSTNAME: shawn; IPV6: 4d54:e6a5:705e:4c07:eaff:fd39:2c5a:ab85
1788,"Dear Ms. Runte, saw your impressive results. Would like to invite you for a talk at Dooley - Wintheiser on November 24, 1937. Kindly confirm via Lulu36@yahoo.com.","PREFIX: ms.; LASTNAME: runte; COMPANYNAME: dooley-wintheiser; DATE: november24,1937; EMAIL: lulu36@yahoo.com"
1789,"Hi Saige, our next therapy sitting sees us discussing your 57 years challenges. Please update MT19XCOA024865251570F8499M34I3F details for smooth transaction.",FIRSTNAME: saige; AGE: 57years; IBAN: mt19xcoa024865251570f8499m34i3f
1790,"Isaac_Schmeler-Ernser95@hotmail.com, we noticed suspicious activities linked to your 2441986708683685. You may need to change 471 to comply with online transactions legislation.",EMAIL: isaac_schmeler-ernser95@hotmail.com; CREDITCARDNUMBER: 2441986708683685; BUILDINGNUMBER: 471
1791,"We've planned a meeting to discuss the PR approaches for Hills, Jenkins and Turner. Your insights in Integration will guide us. Please mark 8th June, 22:17 in your calendar and connect through 31-325754-713691-9.","COMPANYNAME: hills,jenkinsandturner; JOBAREA: integration; DATE: 8thjune; TIME: 22:17; PHONEIMEI: 31-325754-713691-9"
1792,"Dear Abelardo, sales for the upcoming quarter are projected to see a significant increase especially in the Virginia region.",FIRSTNAME: abelardo; STATE: virginia
1793,"For ongoing litigation, we need confirmation of your client's IP address 216.167.67.73. Please facilitate.",IPV4: 216.167.67.73
1794,"Dear Miss Nestor, as a Brand specialist, I'm certain you're aware of the importance of complying with animal laws. I noticed some irregularities during my visit to your facility at Apt. 604, Madison Green, Henderson. Please contact me ASAP to discuss this.",PREFIX: miss; FIRSTNAME: nestor; JOBAREA: brand; JOBTITLE: specialist; SECONDARYADDRESS: apt.604; STREET: madisongreen; CITY: henderson
1795,A new study we're launching examines students' perceptions of Associate in urban and rural schools from Simi Valley and New Susana. Parents can join by visiting https://private-disposal.name.,JOBTYPE: associate; CITY: simivalley | newsusana; URL: https://private-disposal.name
1796,"Dear Shanna, we represent the crisis intervention team at the Clwyd County Health Department. If you are in need of support, do not hesitate to reach out to our dedicated line 1-882-476-1824 x7352.",FIRSTNAME: shanna; COUNTY: clwydcounty; PHONENUMBER: 1-882-476-1824x7352
1797,"During the arbitration process for Investment Account, it came to our attention that transactions from Netherlands Antillian Guilder 475.49 were processed without client's approval.",ACCOUNTNAME: investmentaccount; STATE: netherlands; CURRENCY: antillianguilder; AMOUNT: 475.49
1798,Dealing with older audience; age 73 years in Vermont. Ensure website design and UX is desktop-browser friendly for them.,AGE: 73years; STATE: vermont; CURRENCY: x
1799,"The plaintiff, Eve Billie Kilback, a Administrator, claims there's been negligence by Baumbach, Grimes and Bechtelar causing an accident on 25/03/1965 resulting in personal injury. Please refer to incident report number 3081575940894258","FIRSTNAME: eve | billie; LASTNAME: kilback; JOBTYPE: administrator; COMPANYNAME: baumbach,grimesandbechtelar; DATE: 25/03/1965; CREDITCARDNUMBER: 3081575940894258"
1800,"Izaiah, send the contract to Millie71@gmail.com. Focus on the sections regarding state laws in Massachusetts.",FIRSTNAME: izaiah; EMAIL: millie71@gmail.com; STATE: massachusetts
1801,"Harper, we have flagged an unauthorised transaction on your account 56741308. Please confirm at 1-999-346-8709 x523 using the PIN 4494.",FIRSTNAME: harper; ACCOUNTNUMBER: 56741308; PHONENUMBER: 1-999-346-8709x523; BUILDINGNUMBER: 4494
1802,Initiated the psycho-oncology study by using the device with c6:b7:f8:c8:b0:49.,IPV6: c; MAC: 6:b7:f8:c8:b0:49
1803,"Nannie_Lebsack, find your estate plan document in your drive. Please review and get back to me.",USERNAME: nannie_lebsack
1804,"Attention Manager, findings of our research on crypto-currency 38PyenJUXMuysKX5SeCe9USdqP are ready for your review in https://upset-frost.info.",JOBTYPE: manager; BITCOINADDRESS: 38pyenjuxmuyskx5sece9usdqp; URL: https://upset-frost.info
1805,Access the complete law document on https://quiet-subject.com/. Make sure your Opera/14.78 (X11; Linux x86_64; U; UZ Presto/2.9.177 Version/10.00) is updated.,URL: https://quiet-subject.com/; USERAGENT: opera/14.78(x11;linuxx86_64;u;uzpresto/2.9.177version/10.00)
1806,"7. 'Diamond, Your current balance in Won for your Checking Account is 24.80Дин..'",FIRSTNAME: diamond; CURRENCYSYMBOL: won | д | # | # | и | # | # | н; ACCOUNTNAME: checkingaccount; AMOUNT: 24.80 | .
1807,"Dear Mabelle Rosenbaum, we noticed your Investment Account 29902042 had several login attempts from an unknown bfc9:b3c1:fd15:10c7:baae:ad5b:909b:ce5f. If this wasn't authorized by you, please reach out at the earliest.",FIRSTNAME: mabelle; LASTNAME: rosenbaum; ACCOUNTNAME: investmentaccount; ACCOUNTNUMBER: 29902042; IPV6: bfc9:b3c1:fd15:10c7:baae:ad5b:909b:ce5f
1808,"Greetings Miss Pietro, This is a reminder of your upcoming Cognitive Therapy session scheduled on 26/08/1993 at 1 AM. Feel free to contact us on 1-590-281-4282 x34001 for any changes. Also, please remember to bring photo identification (for security purposes) to your appointment.",PREFIX: miss; FIRSTNAME: pietro; DATE: 26/08/1993; TIME: 1am; PHONENUMBER: 1-590-281-4282x34001
1809,"Cathy Aufderhar's contract with Williamson, Beer and King breached. Needs legal attention. For more context, check Bret_Goyette30@hotmail.com.","FIRSTNAME: cathy; LASTNAME: aufderhar; COMPANYNAME: williamson,beerandking; EMAIL: bret_goyette30@hotmail.com"
1810,We are missing some key financial data for the annual QA report due 17/12/1924. Can someone from accounts please share the transaction records related with account number 64739675?,DATE: 17/12/1924; ACCOUNTNUMBER: 64739675
1811,"Hello, this is a reminder that the date for the Fife stakeholder meeting has been set. It will be held on the February 11, 1931. Kindly email me at Jewel.Krajcik-Hessel81@hotmail.com to confirm your attendance.","COUNTY: fife; DATE: february11,1931; EMAIL: jewel.krajcik-hessel81@hotmail.com"
1812,Sign up for our mindfulness therapy using Breanne.Parisian at https://frightened-fail.info/. You'll receive email updates at Brandi.Carroll@gmail.com.,USERNAME: breanne.parisian; URL: https://frightened-fail.info/; EMAIL: brandi.carroll@gmail.com
1813,"Dear Polygender, we welcome you aboard. Your comfort in our Nevada therapy center is of paramount importance. Your privacy, including 5383778872799436 and Opera/14.89 (X11; Linux x86_64; U; TR Presto/2.9.187 Version/10.00) is assured.",GENDER: polygender; STATE: nevada; CREDITCARDNUMBER: 5383778872799436; USERAGENT: opera/14.89(x11;linuxx86_64;u;trpresto/2.9.187version/10.00)
1814,"Patient: Audrey.Borer16, female, 50. Voiced about a constant need to wash their hands, leading to scars sometimes. Possible Obsessive-Compulsive Disorder (OCD).",USERNAME: audrey.borer16; SEX: female; AGE: 50
1815,"During the psychological assessment, Willie95, age 86 years old, displayed signs of severe mental health disorders.",USERNAME: willie95; AGE: 86yearsold
1816,"Alison, can you assist with the operations management Liaison positions? Got someone from South Annamae interested.",FIRSTNAME: alison; JOBTYPE: liaison; CITY: southannamae
1817,"Dear valued customer, We believe there may be fraudulent activity on your account Home Loan Account. The suspicious transaction was in the amount of £200 at 6:43 AM today. Please contact us as soon as possible.",ACCOUNTNAME: homeloanaccount; CURRENCYSYMBOL: £2; AMOUNT: # | #00; TIME: 6:43am
1818,Analytics for IE692J4R50608407005553 showed some unusual signs. Possibly the 1587 was compromised. Have assigned this to our Representative for further examination.,IBAN: ie692j4r50608407005553; BUILDINGNUMBER: 1587; JOBTYPE: representative
1819,Corporate operations assistant Internal Markets Developer will be the main contact during an outage. Their backup communications include 77-042273-352455-1.,JOBTITLE: corporateoperationsassistant | internalmarketsdeveloper; PHONEIMEI: 77-042273-352455-1
1820,"Central Accountability Designer in Faheyville noticed unsettling Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/538.1.0 (KHTML, like Gecko) Chrome/14.0.843.0 Safari/538.1.0 activity. Requesting a full report on it.","JOBTITLE: centralaccountabilitydesigner; CITY: faheyville; USERAGENT: mozilla/5.0(windows;u;windowsnt5.0)applewebkit/538.1.0(khtml,likegecko)chrome/14.0.843.0safari/538.1.0"
1821,"Lia O'Kon, we have examined your contract. The account M8iQZECiRSr2Myou68iqK6Z8B2LAL registered under Cleveland seems to have a mismatch in the Response project. Please check your network, 36ECdH1gG2QzZ1FRkWzPb5b6NSQs8oN5d.",FIRSTNAME: lia; LASTNAME: o'kon; BITCOINADDRESS: m8iqzecirsr2myou68iqk6z8b2lal | 36ecdh1gg2qzz1frkwzpb5b6nsqs8on5d; CITY: cleveland; JOBAREA: response
1822,"Hi Stephania, Congratulations! You've been nominated for the upcoming corporate training program for Gerlach - Boyle. This training, dedicated to the Marketing sector, is set to start on 30/03/1932.",FIRSTNAME: stephania; COMPANYNAME: gerlach-boyle; JOBAREA: marketing; DATE: 30/03/1932
1823,"We require more information about your Analyst at O'Connell, Tillman and Lang for preparing your estate plan, Dr. Leffler. Please reply at Brenda92@gmail.com or call 815-611-5872 x11748.","JOBTYPE: analyst; COMPANYNAME: o'connell,tillmanandlang; PREFIX: dr.; LASTNAME: leffler; EMAIL: brenda92@gmail.com; PHONENUMBER: 815-611-5872x11748"
1824,"Routinely check safety resources at Champlin Streets, ensure 32136 is updated in the system.",STREET: champlinstreets; BUILDINGNUMBER: 32136
1825,Send all the reports to Male to female at 3:52 AM today. Ask Drew for any support.,GENDER: maletofemale; TIME: 3:52am; FIRSTNAME: drew
1826,"In the case of property at 409 Wyman Trail, Dyfed, legal notice will be issued to 0x3b68dec5cc09d2ddabfa1af47c8d920f7fb2df27.",BUILDINGNUMBER: 409; STREET: wymantrail; CITY: dyfed; ETHEREUMADDRESS: 0x3b68dec5cc09d2ddabfa1af47c8d920f7fb2df27
1827,"Based on current sales performance graphs, we expect a surge in Canadian Dollar revenues next quarter.",CURRENCY: canadiandollar
1828,We've noticed increased traffic from user agent Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:11.1) Gecko/20100101 Firefox/11.1.7 to our Organizational Design website.,USERAGENT: mozilla/5.0(windowsnt6.3;win64;x64;rv:11.1)gecko/20100101firefox/11.1.7
1829,We're waiting for Jadyn's strategic plans for our New Malvina operations. She said she would send them to Judd.Christiansen36@hotmail.com.,FIRSTNAME: jadyn; CITY: malvina; EMAIL: judd.christiansen36@hotmail.com
1830,A transaction from 7a:ee:18:ed:6a:39 worth Somali Shilling for ASD therapy was successful. The amount was transferred to Checking Account.,MAC: 7a:ee:18:ed:6a:39; STATE: somali; CURRENCY: shilling; ACCOUNTNAME: checkingaccount
1831,"Please note, 49.50.166.198 will conduct remote procedures including fund transfers. Please do not block or interfere with this IP address.",IPV4: 49.50.166.198
1832,Accessed new data analytics for Wisoky LLC from https://false-anthropology.info/ using Elvis.Armstrong77 and jZsb7cMiOVqv.,COMPANYNAME: wisokyllc; URL: https://false-anthropology.info/; USERNAME: elvis.armstrong77; PASSWORD: jzsb7cmiovqv
1833,"Hi, Mr. Konopelski,  your fee for this month's counseling sessions is CHF86.37. Please make your payment before the next session. Thank you!",PREFIX: mr.; LASTNAME: konopelski; CURRENCYSYMBOL: ch; CURRENCY: f; AMOUNT: # | # | 86.37
1834,Please join our Mental Health Seminar at Ortiz Trace 12190 on 1/18. Contact Bo at 641-945-8436 x8009 for any enquiries.,STREET: ortiztrace; BUILDINGNUMBER: 12190; DATE: 1/18; FIRSTNAME: bo; PHONENUMBER: 641-945-8436x8009
1835,"Dear Timothy, reminder that your appointment is set for 1942-07-04T21:09:18.191Z at 10. To keep out medical records updated, could you confirm your 6/79?",FIRSTNAME: timothy; DATE: 1942-07-04t21:09:18.191z | 6/79; TIME: 10
1836,"Dear Transexual male, we will be discussing our Hamilton County projects at the upcoming meeting. Also, those West Virginia property reports will be available on our 143.140.29.229 server.",GENDER: transexualmale; COUNTY: hamiltoncounty | virginia; STATE: west; IPV4: 143.140.29.229
1837,"Dear Immanuel94, we are excited to inform you that effective from 3/60, we will be offering a new psycho-oncology course which you might be interested in. Visit https://embellished-medication.info/ to register.",USERNAME: immanuel94; DATE: 3/60; URL: https://embellished-medication.info/
1838,"For any inquiries related to your account, contact us via the phone number associated with 67-377221-328575-2. We value customer security, could you please provide the last four digits of your 5830901637921940 and 118 for verification purposes?",PHONEIMEI: 67-377221-328575-2; CREDITCARDNUMBER: 5830901637921940; AGE: 118
1839,Accident at job site left me with injuries. 139 21 5433 and 222 my details.,ACCOUNTNUMBER: 139; SSN: 215433; AGE: 222
1840,"Generate a monthly project financial report using 0xca0c6bbea13bf30bceeeac3bb1f7f1362dd59f7e. Send the file to our Coordinator, the password is qsrtQPXXZaQn",ETHEREUMADDRESS: 0xca0c6bbea13bf30bceeeac3bb1f7f1362dd59f7e; JOBTYPE: coordinator; PASSWORD: qsrtqpxxzaqn
1841,"Final revisions done for your employment contract as Assistant. In order to obtain, send $ to my Bitcoin account 3Vn5CXkaG5E8U8nwPnxuwX5kswX.",JOBTYPE: assistant; CURRENCYSYMBOL: $; BITCOINADDRESS: 3vn5cxkag5e8u8nwpnxuwx5kswx
1842,Risk indicators: Ethereum transactions at address 0xbc4e2a8f42dcace8aeddac6ebf36095deacaa517 affecting Auto Loan Account at 17:29.,ETHEREUMADDRESS: 0xbc4e2a8f42dcace8aeddac6ebf36095deacaa517; ACCOUNTNAME: autoloanaccount; TIME: 17:29
1843,"Dallas Pagac, Other, age 86 years old, reported ID theft, username Rick_Durgan was identified in an unauthorized sign-in from IP 238.15.166.30. Need verification.",FIRSTNAME: dallas; LASTNAME: pagac; JOBAREA: other; AGE: 86yearsold; USERNAME: rick_durgan; IPV4: 238.15.166.30
1844,"As Future Security Engineer, you are required to make sure that all actions of Shanahan, Sipes and Hessel are in compliance with Anti-trust Law.","JOBTITLE: futuresecurityengineer; COMPANYNAME: shanahan,sipesandhessel"
